2015-05-18 16:20:07,1.27,0.31,0.32,0.53,0.58,0.66,0.43,0.80
2015-05-18 16:20:08,1.27,0.65,0.30,0.74,0.57,0.46,0.58,0.67
2015-05-18 16:20:09,1.27,0.55,0.22,0.57,0.48,0.31,0.64,0.55
2015-05-18 16:20:10,1.27,0.71,0.17,0.51,0.50,0.18,0.44,0.65
2015-05-18 16:20:11,1.27,0.83,0.29,0.48,0.20,0.30,0.20,0.66
2015-05-18 16:20:12,1.27,0.37,0.63,0.44,0.50,0.64,0.62,0.59
2015-05-18 16:20:13,1.27,0.41,0.29,0.24,0.25,0.62,0.28,0.51
2015-05-18 16:20:14,1.27,0.56,0.41,0.33,0.55,0.68,0.32,0.23
2015-05-18 16:20:15,1.27,0.58,0.37,0.58,0.55,0.88,0.71,0.31
2015-05-18 16:20:16,1.27,0.39,0.44,0.72,0.56,0.90,0.80,0.27
2015-05-18 16:20:17,1.27,0.29,0.29,0.74,0.29,0.37,0.47,0.64
2015-05-18 16:20:18,1.27,0.59,0.15,0.53,0.67,0.74,0.22,0.29
2015-05-18 16:20:19,1.27,0.74,0.54,0.63,0.72,0.76,0.60,0.50
2015-05-18 16:20:20,1.27,0.31,0.21,0.67,0.74,0.64,0.72,0.72
2015-05-18 16:20:21,1.27,0.51,0.58,0.73,0.51,0.42,0.60,0.81
2015-05-18 16:20:22,1.27,0.49,0.46,0.76,0.35,0.34,0.70,0.60
2015-05-18 16:20:23,1.27,0.42,0.23,0.49,0.66,0.65,0.54,0.45
2015-05-18 16:20:24,1.27,0.33,0.17,0.70,0.80,0.50,0.72,0.39
2015-05-18 16:20:25,1.27,0.61,0.29,0.72,0.70,0.47,0.87,0.20
2015-05-18 16:20:26,1.27,0.53,0.26,0.65,0.67,0.35,0.63,0.39
2015-05-18 16:20:27,1.27,0.38,0.14,0.29,0.37,0.63,0.33,0.71
2015-05-18 16:20:28,1.27,0.58,0.66,0.16,0.21,0.53,0.33,0.59
2015-05-18 16:20:29,1.27,0.67,0.68,0.57,0.62,0.58,0.64,0.52
2015-05-18 16:20:30,1.27,0.56,0.61,0.51,0.72,0.78,0.29,0.69
2015-05-18 16:20:31,1.27,0.67,0.54,0.68,0.58,0.89,0.71,0.46
2015-05-18 16:20:32,1.27,0.56,0.33,0.41,0.64,0.52,0.66,0.20
2015-05-18 16:20:33,1.27,0.52,0.32,0.78,0.32,0.49,0.62,0.12
2015-05-18 16:20:34,1.27,0.53,0.66,0.84,0.16,0.67,0.54,0.46
2015-05-18 16:20:35,1.27,0.77,0.80,0.31,0.66,0.40,0.38,0.58
2015-05-18 16:20:36,1.27,0.32,0.60,0.38,0.44,0.21,0.62,0.33
2015-05-18 16:20:37,1.27,0.26,0.84,0.20,0.48,0.28,0.34,0.45
2015-05-18 16:20:38,1.27,0.71,0.87,0.20,0.59,0.46,0.63,0.61
2015-05-18 16:20:39,1.27,0.28,0.35,0.52,0.47,0.27,0.79,0.53
2015-05-18 16:20:40,1.27,0.48,0.61,0.58,0.36,0.10,0.47,0.64
2015-05-18 16:20:41,1.27,0.41,0.67,0.79,0.56,0.55,0.65,0.45
2015-05-18 16:20:42,1.27,0.51,0.27,0.88,0.47,0.75,0.72,0.46
2015-05-18 16:20:43,1.27,0.78,0.41,0.19,0.32,0.47,0.61,0.71
2015-05-18 16:20:44,1.27,0.69,0.18,0.41,0.40,0.61,0.47,0.78
2015-05-18 16:20:45,1.27,0.86,0.64,0.54,0.15,0.52,0.67,0.89
2015-05-18 16:20:46,1.27,0.89,0.47,0.43,0.62,0.60,0.46,0.78
2015-05-18 16:20:47,1.27,0.69,0.29,0.28,0.43,0.58,0.75,0.75
2015-05-18 16:20:48,1.27,0.81,0.11,0.36,0.73,0.31,0.47,0.66
2015-05-18 16:20:49,1.27,0.56,0.26,0.75,0.66,0.61,0.50,0.38
2015-05-18 16:20:50,1.27,0.31,0.35,0.73,0.27,0.22,0.45,0.50
2015-05-18 16:20:51,1.27,0.29,0.33,0.67,0.11,0.35,0.29,0.32
2015-05-18 16:20:52,1.27,0.19,0.44,0.79,0.27,0.56,0.66,0.67
2015-05-18 16:20:53,1.27,0.40,0.74,0.46,0.25,0.21,0.67,0.37
2015-05-18 16:20:54,1.27,0.18,0.60,0.18,0.42,0.56,0.84,0.46
2015-05-18 16:20:55,1.27,0.26,0.73,0.20,0.78,0.54,0.38,0.27
2015-05-18 16:20:56,1.27,0.42,0.69,0.58,0.88,0.36,0.68,0.24
2015-05-18 16:20:57,1.27,0.51,0.53,0.74,0.73,0.64,0.56,0.34
2015-05-18 16:20:58,1.27,0.24,0.35,0.74,0.28,0.32,0.28,0.75
2015-05-18 16:20:59,1.27,0.27,0.39,0.57,0.54,0.12,0.40,0.41
2015-05-18 16:21:00,1.27,0.63,0.63,0.52,0.74,0.55,0.33,0.75
2015-05-18 16:21:01,1.27,0.39,0.30,0.24,0.42,0.33,0.34,0.69
2015-05-18 16:21:02,1.27,0.46,0.69,0.42,0.69,0.36,0.34,0.85
2015-05-18 16:21:03,1.27,0.22,0.46,0.51,0.61,0.65,0.23,0.75
